Company,Address,Mailing City,State,Zip Code,Last Name,First Name,Phone Number Combined,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1 ,SIC Code Description 1,Lead Status
Allstate Insurance-Jon Patel,12000 Huebner Rd # 100,San Antonio,TX,78230,Doucette,Ed,(210) 558-7592,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Jose Luis,2250 Thousand Oaks Dr # 207,San Antonio,TX,78232,Valdes,Jose Luis,(210) 490-7799,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Joseph,22100 Bulverde Rd # 112,San Antonio,TX,78259,Osborne,Reece,(210) 497-0006,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Joseph,2339 E Evans Rd # 102,San Antonio,TX,78259,Borkowski,Joseph,(210) 481-1999,Insurance,"Less Than $500,000",6411-12,Insurance,
Allstate Insurance-Joseph,5999 DE Zavala Rd # 126,San Antonio,TX,78249,Franklin,Joseph,(210) 690-8970,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Larry,6990 NW Loop 410,San Antonio,TX,78238,Benson Jr,Larry,(210) 582-6926,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Leo Morales,1960 Austin Hwy,San Antonio,TX,78218,Morales,Leo,(210) 494-1333,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Marcus MRN,434 N Loop 1604 W # 1103,San Antonio,TX,78232,Moreno,Marcus,(210) 538-6797,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Maria Grn,15124 San Pedro Ave,San Antonio,TX,78232,Greene,Maria,(210) 625-7320,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Maria Jcksn,900 Isom Rd # 305,San Antonio,TX,78216,Jackson,Maria,(210) 494-2471,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Michael,3810 Medical Pkwy # 155,Austin,TX,78756,Walker,Michael,(512) 302-0920,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Michael,5433 Grissom Rd,San Antonio,TX,78238,Morales,Michael,(210) 521-7930,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Mike Hammer,11689 Research Blvd # 102,Austin,TX,78759,Ingram,Sebastian,(512) 343-6994,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Moreno,3305 W Slaughter Ln,Austin,TX,78748,Moreno,Teri M,(512) 441-8597,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Neil Gynt,6300 LA Calma Dr # 140,Austin,TX,78752,Guayante,Neil,(512) 339-3500,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Ralph Pena,8428 Bandera Rd,San Antonio,TX,78250,Pena,Ralph,(210) 520-4400,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Richard,1807 W Slaughter Ln # 400,Austin,TX,78748,Harper,Richard J,(512) 292-7410,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Richard,9310 Broadway St,San Antonio,TX,78217,Huyck,Richard,(210) 824-0471,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Robert Bglr,6303 Wurzbach Rd,San Antonio,TX,78240,,,(210) 521-7914,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Shacklett,8063 Callaghan Rd,San Antonio,TX,78230,Team,Shacklett,(210) 547-8064,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Stephen,4419 Frontier Trl # 108,Austin,TX,78745,Frederick,Stephen,(512) 354-4985,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Steven Fnts,6800 West Gate Blvd # 139b,Austin,TX,78745,Fuentes,Steven,(512) 582-4926,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Steven Funk,3103 Bee Caves Rd # 122,Austin,TX,78746,Funk,Steven,(512) 327-3275,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Tony Lwrnc,7400 Louis Pasteur Dr # 112,San Antonio,TX,78229,Lawrence,Tony,(210) 615-6731,Insurance,"Less Than $500,000",6411-12,Insurance,
Allstate Insurance-Walker,21195 W Interstate 10 # 2103,San Antonio,TX,78257,Walker,Odelle,(210) 812-2140,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-William,12010 W Highway 290 # 110,Austin,TX,78737,Talbot,William,(512) 394-0074,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-William,5015 DE Zavala Rd # 101,San Antonio,TX,78249,Kay,Dan,(210) 525-0933,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-William Cnt,6603 W Loop 1604 N # 103,San Antonio,TX,78254,Cantu,William,(210) 695-5075,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Wilson,1739 Babcock Rd,San Antonio,TX,78229,,,(210) 525-8585,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Insurance-Xavier Pena,11018 Culebra Rd # 104,San Antonio,TX,78253,Pena,Xavier,(210) 688-9146,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Allstate Services LTD,,Austin,TX,78747,,,(512) 243-2711,Insurance,"$500,000-1 Million",6411-12,Insurance,
Alltypes Insurance,3918 Naco Perrin Blvd # 101,San Antonio,TX,78217,,,(210) 637-1885,Insurance,"Less Than $500,000",6411-12,Insurance,
"Almanza, Marcy Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Almanza,Marcy,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Alonso Camera Insurance,510 S Congress Ave # 100,Austin,TX,78704,Camara,Alonso,(512) 477-5663,Insurance,"$500,000-1 Million",6411-12,Insurance,
Alpine Insurance Of Texas,1501 W Koenig Ln,Austin,TX,78756,,,(512) 459-4747,Insurance,"$500,000-1 Million",6411-12,Insurance,
Alteris Inc,PO Box 469011,San Antonio,TX,78246,Schenck,Hilbert,(210) 321-8400,Insurance,,6331-01,Insurance-Property & Casualty,
Alteris Insurance Svc,175 E Houston St # 1300,San Antonio,TX,78205,Gomez,Priscilla,(210) 342-8808,Insurance,"Less Than $500,000",6411-12,Insurance,
Alternative Insurance Svc,,San Antonio,TX,78232,,,(210) 545-3432,Insurance,"$500,000-1 Million",6411-07,Insurance-Homeowners,
Alternative Insurance Svc,13333 Blanco Rd # 206,San Antonio,TX,78216,Sanchez,John,(210) 404-0803,Insurance,"$500,000-1 Million",6411-07,Insurance-Homeowners,
Alternative Insurance Svc,13333 Blanco Rd # 206,San Antonio,TX,78216,Sanchez,John J,(210) 404-0803,Insurance,"Less Than $500,000",6411-12,Insurance,
Alternative Insurance Svc,14607 San Pedro Ave # 125,San Antonio,TX,78232,Sanchez,John,(210) 404-0803,Insurance,"Less Than $500,000",6411-12,Insurance,
Altman Lake,PO Box 460209,San Antonio,TX,78246,Lake,Eric,(210) 490-1719,Insurance,"$500,000-1 Million",6411-12,Insurance,
Alvarado Insurance Svc,4311 S 1st St,Austin,TX,78745,,,(512) 394-5424,Insurance,"Less Than $500,000",6411-12,Insurance,
"Alvarado, Ricardo Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Alvarado,Ricardo,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Alvarado, Steve Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Alvarado,Steve,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Alycen Delrie Agency,8700 Manchaca Rd # 805,Austin,TX,78748,,,(512) 284-8831,Insurance,"Less Than $500,000",6411-12,Insurance,
Amax Insurance Svc,6607 N Lamar Blvd,Austin,TX,78752,,,(512) 452-1235,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amax Insurance Svc Inc,4727 W Commerce St # 102,San Antonio,TX,78237,Ceoestino,Veronica,(210) 435-9000,Insurance,"Less Than $500,000",6411-12,Insurance,
Amco,2731 E Cesar Chavez St,Austin,TX,78702,,,(512) 322-9333,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amco Insurance Agency,1323 NE Loop 410,San Antonio,TX,78209,Bacarvajen,Idania,(210) 805-0880,Insurance,"Less Than $500,000",6411-12,Insurance,
Amco Insurrance,2732 E Cesar Chavez St,Austin,TX,78702,,,(512) 322-9333,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amcorp,3519 Paesanos Pkwy # 106,San Antonio,TX,78231,Zinsmeyer,Vincent,(210) 491-9470,Insurance,"Less Than $500,000",6411-12,Insurance,
AMCORP,3519 Paesanos Pkwy # 106,San Antonio,TX,78231,Zinsmeyer,William,(210) 490-7700,Insurance,$2.5-5 Million,6411-12,Insurance,
Amcorp Insurance,941 Proton Rd,San Antonio,TX,78258,,,(210) 490-7700,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amcorp Insurance Financial Svc,3519 Paesanos Pkwy # 106,San Antonio,TX,78231,Zinsmeyer,Craig,(210) 490-7700,Insurance,"Less Than $500,000",6411-12,Insurance,
Ameri Star Insurance,5814 W Interstate 10,San Antonio,TX,78201,Martinez,Stanley M,(210) 735-1415,Insurance,"Less Than $500,000",6411-12,Insurance,
America Republic Insurance Svc,4243 E Piedras Dr,San Antonio,TX,78228,,,(210) 362-1489,Insurance,"Less Than $500,000",6411-12,Insurance,
America's Family Insurance,5931 Culebra Rd,San Antonio,TX,78238,Santellan,Veronica,(210) 433-4747,Insurance,"Less Than $500,000",6411-12,Insurance,
American Casualty Insurance,11442 N Interstate 35,Austin,TX,78753,,,(512) 279-0732,Insurance,"$500,000-1 Million",6411-12,Insurance,
American Consumers Of Texas,618 Bandera Rd # 2,San Antonio,TX,78228,Hernandez Jr,Cipriano,(210) 733-4200,Insurance,"Less Than $500,000",6411-12,Insurance,
American General,,Austin,TX,78704,Goad,Larry,(512) 462-3111,Insurance,"Less Than $500,000",6411-12,Insurance,
American General,,Austin,TX,78704,,,(512) 462-3111,Insurance,"$500,000-1 Million",6411-12,Insurance,
American Hallmark Ins Co Of TX,11612 Fm 2244 Rd # 1-200,Austin,TX,78738,,,(512) 708-0148,Insurance,,6411-12,Insurance,
American Insurance Managers,11442 N Interstate 35,Austin,TX,78753,Nannola,Ralph,(512) 836-1395,Insurance,$2.5-5 Million,6411-12,Insurance,
American National,2501 Ranch Road 620 S # 230,Austin,TX,78738,Pitchford,Thomas,(512) 263-9441,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,1016 LA Posada Dr # 293,Austin,TX,78752,Rangel,Victor,(512) 371-1620,Insurance,$5-10 Million,6411-12,Insurance,
American National Insurance Co,2501 Ranch Road 620 S # 230,Austin,TX,78738,Pitchford,Terry,(512) 328-6151,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,3000 S Interstate 35,Austin,TX,78704,,,(512) 445-7511,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,2802 Vance Jackson Rd,San Antonio,TX,78213,Narvaez,Lisa,(210) 344-0050,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,5835 Callaghan Rd # 506,San Antonio,TX,78228,Del Gado,Victor,(210) 520-7848,Insurance,$2.5-5 Million,6411-12,Insurance,
American National Insurance Co,803 Castroville Rd # 230,San Antonio,TX,78237,,,(210) 922-6309,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,8301 Broadway St # 217,San Antonio,TX,78209,Hernandez,Juan,(210) 227-7055,Insurance,$2.5-5 Million,6411-12,Insurance,
American National Insurance Co,88 Briggs St # 210,San Antonio,TX,78224,Patino,Miguel,(210) 922-6309,Insurance,"Less Than $500,000",6411-12,Insurance,
American National Insurance Co,88 Briggs St # 210,San Antonio,TX,78224,,,(210) 922-6309,Insurance,$5-10 Million,6411-12,Insurance,
American National Prop & Cslty,4631 Vance Jackson Rd # C,San Antonio,TX,78230,Salgado,Pete,(210) 732-6333,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
American National Prop & Cslty,7007 W US Highway 90 # 1,San Antonio,TX,78227,Newman,Beverly,(210) 674-4411,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
American Pro Coverage Ins,12593 Research Blvd # 302,Austin,TX,78759,Mulder,Alan,(512) 708-1208,Insurance,"$500,000-1 Million",6411-12,Insurance,
American Star Insurance,5814 W Interstate 10,San Antonio,TX,78201,Martinez,Estanislado,(210) 735-1415,Insurance,"Less Than $500,000",6411-12,Insurance,
American Star Insurance,5814 W Interstate 10,San Antonio,TX,78201,,,(210) 735-1415,Insurance,"$500,000-1 Million",6411-12,Insurance,
Americana Insurance,1825 E 38th 1/2 St,Austin,TX,78722,Cavavos,Hilda,(512) 236-0055,Insurance,"Less Than $500,000",6411-12,Insurance,
Amerifirst Insurance Agcy LLC,8300 N Mopac Expy # 105,Austin,TX,78759,Long,Brooke,(512) 524-8808,Insurance,"$500,000-1 Million",6411-12,Insurance,
Ameritas Group,7000 N MO Pac Expy,Austin,TX,78731,,,(512) 373-3036,Insurance,"$500,000-1 Million",6411-12,Insurance,
Ameritas Group,10999 W Interstate 10 # 700,San Antonio,TX,78230,Janssen,Michael,(210) 357-1000,Insurance,$10-20 Million,6411-12,Insurance,
Amerman Insurance Svc LLC,14400 Northbrook Dr # 240,San Antonio,TX,78232,Amerman,Matt,(210) 298-6888,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amex Insurance Svc,1923 E 7th St,Austin,TX,78702,,,(512) 474-5680,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amity Insurance Svc,2505 Bandera Rd,San Antonio,TX,78238,Ragland,R E,(210) 375-1405,Insurance,"Less Than $500,000",6411-12,Insurance,
Ams Insurance & Assoc,1327 W Magnolia Ave,San Antonio,TX,78201,Gonzalez,Sandra,(210) 492-8477,Insurance,"$500,000-1 Million",6411-12,Insurance,
Ams Insurance & Assoc,16845 Blanco Rd # 205,San Antonio,TX,78232,Ramirez,Marisela,(210) 492-8477,Insurance,"Less Than $500,000",6411-12,Insurance,
Amstar Insurance,221 Sherwood Dr,San Antonio,TX,78201,,,(210) 735-1415,Insurance,"$500,000-1 Million",6411-12,Insurance,
Amtex Insurance,6900 San Pedro Ave,San Antonio,TX,78216,,,(210) 824-2200,Insurance,"$500,000-1 Million",6411-12,Insurance,
Anchor Safe Insurance,4944 W Military Dr,San Antonio,TX,78242,,,(210) 281-8715,Insurance,"Less Than $500,000",6411-12,Insurance,
"Anciaux, Michele Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Anciaux,Michele,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Anco Insurance,3103 Bee Caves Rd # 242,Austin,TX,78746,Cauthorn,Guy,(512) 330-9836,Insurance,$1-2.5 Million,6411-12,Insurance,
Anda Agency Farmers Insurance,13112 Nacogdoches Rd,San Antonio,TX,78217,,,(210) 656-2834,Insurance,"Less Than $500,000",6411-12,Insurance,
Anderson,3933 Steck Ave # B119,Austin,TX,78759,,,(512) 372-8818,Insurance,"$500,000-1 Million",6411-12,Insurance,
Anderson Insurance,930 S Bell Blvd,Austin,TX,78728,,,(512) 828-7506,Insurance,"$500,000-1 Million",6411-12,Insurance,
Anderson Rogers Insurance,12710 Research Blvd # 215,Austin,TX,78759,,,(512) 795-4052,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Anderson, Daniele Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Anderson,Daniele,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Anderson, Regina Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Anderson,Regina,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Andrew Garza Insurance,6819 San Pedro Ave,San Antonio,TX,78216,Garza,Andrew,(210) 829-4935,Insurance,"Less Than $500,000",6411-12,Insurance,
Andrew L Lawson & Assoc,3000 S Interstate 35 # 206,Austin,TX,78704,Lawson,Andrew L,(512) 462-9929,Insurance,$1-2.5 Million,6411-12,Insurance,
Andrew Norris & Assoc Inc,,Austin,TX,78728,,,(512) 388-7733,Insurance,"Less Than $500,000",6411-12,Insurance,
Andy Urso Insurance,14611 N MO Pac Expy,Austin,TX,78728,,,(512) 218-9747,Insurance,"$500,000-1 Million",6411-12,Insurance,
Anna Perez Insurance,11754 Jollyville Rd # 101,Austin,TX,78759,,,(512) 338-0361,Insurance,"$500,000-1 Million",6411-12,Insurance,
Anthony Hernandez Ins Agcy,201 S Lakeline Blvd,Austin,TX,78703,,,(512) 436-8274,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Anthony, Sarah Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Anthony,Sarah,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Aon Affinity Insurance Svc Inc,100 Congress Ave,Austin,TX,78701,,,(512) 469-3587,Insurance,$5-10 Million,6411-12,Insurance,
Apex General Insurance Svc,2710 Hillcrest Dr,San Antonio,TX,78228,,,(210) 733-8130,Insurance,"Less Than $500,000",6411-12,Insurance,
Apex Insurance,2201 Vance Jackson Rd,San Antonio,TX,78213,Rios,Joseph,(210) 320-1119,Insurance,"$500,000-1 Million",6411-12,Insurance,
Apex Insurance Svc,404 E Ramsey Rd # 114,San Antonio,TX,78216,Hughes,Robert,(210) 340-8985,Insurance,"$500,000-1 Million",6411-12,Insurance,
Apple Insurance Specialist,8140 N Mopac Expy # 1-130,Austin,TX,78759,Davidson,Ken,(512) 302-9111,Insurance,$1-2.5 Million,6411-12,Insurance,
Araiza & Assoc,3926 Parkway Dr,San Antonio,TX,78228,Araiza,Pedro,(210) 436-8299,Insurance,"Less Than $500,000",6411-12,Insurance,
Araiza & Assoc Inc,3926 Parkway Dr,San Antonio,TX,78228,Araiza,Sylvia,(210) 436-8299,Insurance,$1-2.5 Million,6411-12,Insurance,
"Aranda, Fernando Agt",9830 Colonnade Blvd # 400,San Antonio,TX,78230,Aranda,Fernando,(210) 735-2048,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arbelo, Luz Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arbelo,Luz,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Arch Insurance Svc,8402 Fountain Cir,San Antonio,TX,78229,Arch,Tim,(210) 530-5111,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Archer, Charles Agt",12466 Los Indios Trl # 100,Austin,TX,78729,Archer,Charles,(512) 257-9700,Insurance,"Less Than $500,000",6411-12,Insurance,
Area Insurance Agency,3206 Clark Ave,San Antonio,TX,78210,Gonzales,Arturo,(210) 236-7996,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arenas, Diana Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arenas,Diana,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Argo Insurance Co,PO Box 469011,San Antonio,TX,78246,Meisen,Bill,(210) 321-8400,Insurance,,6411-12,Insurance,
"Arguello, Heather Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arguello,Heather,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arguello, Patsy Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arguello,Patsy,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arias, Kathleen Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arias,Kathleen,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Arm Insurance Inc,6507 Jester Blvd # 5-510c,Austin,TX,78750,Sanders,James,(512) 371-7898,Insurance,"Less Than $500,000",6411-12,Insurance,
Armadillo Insurance,3307 Northland Dr # 100,Austin,TX,78731,Mescher,David,(512) 249-2300,Insurance,"Less Than $500,000",6411-12,Insurance,
Armadillo Insurance,PO Box 91149,Austin,TX,78709,Mire,Wendye,(512) 263-1422,Insurance,"Less Than $500,000",6411-12,Insurance,
"Armani, Jamie Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Armani,Jamie,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Armstrong Insurance,PO Box 100402,San Antonio,TX,78240,Armstrong,Deana,(210) 614-3044,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arnett, Marcus Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arnett,Marcus,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Arnold A Cavazos Insurance,2929 Mossrock # 209,San Antonio,TX,78230,Cavazos,Arnold A,(210) 647-7666,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Arredondo, Jaime Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arredondo,Jaime,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arriaga, Patricia Agt",2321 E Cesar Chavez St # A,Austin,TX,78702,Arriaga,Patricia,(512) 474-0704,Insurance,"Less Than $500,000",6411-12,Insurance,
"Arriola, Robert Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Arriola,Robert,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Arteca Insurance,4700 Loyola Ln # 113,Austin,TX,78723,,,(512) 928-4249,Insurance,"Less Than $500,000",6411-12,Insurance,
Arteca Insurance,6425 S Interstate 35,Austin,TX,78744,,,(512) 916-8558,Insurance,"$500,000-1 Million",6411-12,Insurance,
Arteca Insurance,7208 Cameron Rd,Austin,TX,78752,,,(512) 371-1144,Insurance,"$500,000-1 Million",6411-12,Insurance,
Arthur J Gallagher & Co,601 NW Loop 410 # 325,San Antonio,TX,78216,Morris,Buddy,(210) 828-2223,Insurance,$5-10 Million,6411-12,Insurance,
Arthur Silva-Allstate Agent,10615 Perrin Beitel Rd # 701,San Antonio,TX,78217,Silva,Arthur,(210) 655-2311,Insurance,"Less Than $500,000",6411-12,Insurance,
"Artis, Jacqueline Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Artis,Jacqueline,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Artis, Shelton Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Artis,Shelton,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Aruss Inc,909 Nueces St,Austin,TX,78701,Zavala,John,(512) 467-2245,Insurance,$1-2.5 Million,6411-12,Insurance,
